      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
     626      16      11    1994      218.7600000      265.4767282
     627      17      11    1994      196.2800000      234.1963067
     628      18      11    1994      164.5200000      203.8464973
     629      19      11    1994      154.7800000      177.8639559
     630      20      11    1994      143.5900000      156.4492562
     631      21      11    1994      132.6000000      138.6372989
     632      22      11    1994      132.6000000      124.3599527
     633      23      11    1994      126.4100000      115.2908993
     634      24      11    1994      120.2900000      109.6595407
     635      25      11    1994      118.7700000      104.9758221
     636      26      11    1994      106.3200000      100.7344520
     637      27      11    1994       98.4000000       96.8532655
     638      28      11    1994       94.5300000       93.2932731
     639      29      11    1994      101.0100000       90.0219008
     640      30      11    1994       97.1000000       87.0101565
     641       1      12    1994       85.7500000       84.2321870
     642       2      12    1994       91.9900000       81.6649184
     643       3      12    1994       83.3000000       79.2877389
     644       4      12    1994       78.5000000       77.0822209
     645       5      12    1994       84.5200000       75.1170287
     646       6      12    1994       85.7500000       85.0818273
     647       7      12    1994       86.9800000      100.6865506
     648       8      12    1994       84.5200000       94.0080413
     649       9      12    1994       85.7500000       91.5187714
     650      10      12    1994       82.0900000       93.2042153
     651      11      12    1994       78.5000000       89.4767655
     652      12      12    1994       78.5000000       85.8297692
     653      13      12    1994       78.5000000       82.8494577
     654      14      12    1994       77.3100000       80.1170314
     655      15      12    1994       73.8000000       77.5943976
     656      16      12    1994       73.8000000       75.2608388
     657      17      12    1994       72.6400000       73.0980209
     658      18      12    1994       70.3500000       71.0895367
     659      19      12    1994       68.0800000       69.2902298
     660      20      12    1994       70.3500000       67.9856343
     661      21      12    1994       73.8000000       66.3843755
     662      22      12    1994       69.2100000       64.8182659
     663      23      12    1994       68.0800000       63.3497132
     664      24      12    1994       66.9500000       61.9708504
     665      25      12    1994       70.3500000       60.6735918
     666      26      12    1994       69.2100000       59.4506472
     667      27      12    1994       68.0800000       58.2954500
     668      28      12    1994       72.6400000       58.9895812
     669      29      12    1994       78.5000000       66.6430168
     670      30      12    1994      126.4100000      156.4650764
     671      31      12    1994      440.9500000      362.3960594
